Gene	sgRNAs included	KBM7 CS	KBM7 adjusted p-value	K562 CS	K562 adjusted p-value	Jiyoye CS	Jiyoye adjusted p-value	Raji CS	Raji adjusted p-value
NXNL1	9	0.071	0.736808542	-0.984	0.632707783	-0.037	0.675307885	0.208	0.642638315
NXNL2	10	0.215	0.462108718	0.610	0.009917332	0.062	0.849849231	-0.063	0.999385931
NXPE1	10	-0.112	0.78842448	-0.437	0.917141469	0.036	0.854299059	-0.060	0.957776445
NXPE2	10	0.230	0.216240428	0.041	0.258871572	-0.016	0.897696761	0.059	0.88588622
NXPE3	10	-0.067	0.88489525	0.227	0.121681567	0.073	0.569653122	-0.181	0.980870365
NXPE4	10	0.126	0.341270119	-0.086	0.943624544	0.015	0.913695287	-0.082	0.999974701
NXPH1	10	0.410	0.006780616	0.415	0.16132764	0.208	0.530403321	0.118	0.535611483
NXPH2	8	0.056	0.401972888	-0.086	0.500672097	0.241	0.670856334	0.277	0.378871967
NXPH3	9	-0.406	0.874158008	-1.009	0.755251988	-0.746	0.671095996	-0.207	0.588871292
NXPH4	10	-0.636	0.698600574	-0.843	0.901726612	0.050	0.448526228	-0.338	0.581334927
NXT1	10	-0.480	0.615298739	-0.586	0.867499071	0.376	0.239567795	0.432	0.214235142
NXT2	10	0.336	0.08683688	0.380	0.052791209	0.209	0.280236388	0.388	0.12403317
NYAP1	10	-1.220	0.115175551	-1.213	0.216286914	-0.458	0.930729691	-0.869	0.649676003
NYAP2	9	0.249	0.179069648	0.041	0.505833219	-0.119	0.977921359	-0.110	0.39283582
NYNRIN	8	-0.623	0.882928449	-0.258	0.899652752	-0.486	0.990971919	-0.656	0.896608538
NYX	10	-0.533	0.238422732	-0.662	0.494259486	-0.417	0.158062111	-0.324	0.938701649
OAF	10	0.173	0.421929362	-0.065	0.774410612	0.108	0.866130247	-0.241	0.356777954
OARD1	9	0.217	0.256047562	0.025	0.735921807	-0.337	0.934747234	0.037	0.892822761
OAS1	9	-0.124	0.941402689	-0.504	0.118672462	-0.013	0.817182322	-0.344	0.499271668
OAS2	10	0.108	0.680364807	-0.124	0.819945834	0.262	0.441972731	0.309	0.43269149
OAS3	9	0.256	0.324956579	-0.064	0.871216156	0.169	0.351904367	-0.010	0.963451989
OASL	10	-0.109	0.962315316	-0.609	0.101537544	-0.087	0.963835017	-0.031	0.656554995
OAT	10	0.143	0.469511451	0.031	0.476491727	0.250	0.661975778	0.105	0.497324802
OAZ1	8	-1.378	0.011404189	-0.424	0.848520078	-0.254	0.492149997	-0.565	0.090245161
OAZ2	10	-0.773	0.055962179	-0.252	0.83319273	-0.284	0.817182322	0.100	0.899016779
OAZ3	9	-0.314	0.983522226	-0.459	0.531846047	-0.784	0.287382486	-0.694	0.323863267
OBFC1	9	-1.604	0.00306135	-2.278	0.041233747	0.139	0.587261468	-0.015	0.987251183
OBP2A	9	-0.146	0.868800879	-0.470	0.533201089	0.113	0.82947897	0.019	0.939108621
OBP2B	10	0.333	0.091691267	0.097	0.658991461	0.241	0.697257837	-0.155	0.858271372
OBSCN	9	-0.868	0.622633772	-1.061	0.664822897	-0.678	0.899785376	-0.491	0.766443976
OBSL1	10	-0.287	0.885767154	-1.209	0.336928096	-0.517	0.816971162	-0.639	0.586607926
OC90	9	0.311	0.308425128	0.388	0.135763158	0.244	0.461640516	0.430	0.152750694
OCA2	9	0.104	0.735883619	-0.144	0.950092079	0.366	0.179218068	-0.025	0.98394621
OCEL1	8	-0.191	0.786573723	-0.360	0.994967661	-0.271	0.894111374	-0.611	0.084757117
OCIAD1	10	0.071	0.886223283	0.328	0.257897379	0.088	0.480916141	0.412	0.088312795
OCIAD2	10	0.321	0.083743191	0.148	0.298835664	0.140	0.65933008	0.254	0.506807996
OCLN	9	0.074	0.349470071	0.036	0.650878021	-0.174	0.892420649	0.005	0.934257874
OCM	10	-0.013	0.62872231	-0.244	0.936363619	-0.151	0.662093062	-0.190	0.966220646
OCM2	10	-0.218	0.681496514	-0.393	0.814445295	-0.141	0.772362915	-0.282	0.966220646
OCRL	9	-0.092	0.843391084	0.464	0.035966777	0.324	0.684500918	0.152	0.810302669
OCSTAMP	10	-0.097	0.948684458	-0.392	0.693918866	-0.285	0.352315519	-0.051	0.389711273
ODAM	10	0.042	0.630846499	0.135	0.11926626	0.215	0.745549391	0.143	0.521067064
ODC1	10	0.242	0.270665305	0.017	0.491783676	-0.053	0.997197515	-0.382	0.692227989
ODF1	9	0.003	0.695653391	0.014	0.554118667	-0.105	0.806890177	-0.033	0.935845404
ODF2	9	-0.114	0.781867015	-0.104	0.953402321	0.217	0.866619935	-0.330	0.841967081
ODF2L	10	0.166	0.645452925	0.233	0.149284021	0.281	0.481706309	0.372	0.178468695
ODF3	9	0.122	0.507404454	-0.342	0.616447106	0.453	0.025395174	-0.690	0.867017556
ODF3B	9	0.018	0.962319166	-0.027	0.457695613	0.254	0.900725314	-0.154	0.7647244
ODF3L1	10	-0.465	0.056238456	-0.201	0.483386811	0.187	0.245518811	0.218	0.725780906
ODF3L2	9	-0.009	0.815003829	0.109	0.690676393	0.023	0.972695133	0.241	0.347908776
ODF4	9	-0.304	0.724546402	-1.234	0.874234802	-0.159	0.935944351	-0.215	0.999974701
OFD1	10	0.155	0.492004972	0.081	0.482401933	0.165	0.725679672	0.145	0.699691182
OGDH	8	-2.623	0.000106112	-3.631	0.000190841	-3.549	3.85E-05	-2.108	0.001484174
OGDHL	10	-0.219	0.993876764	-0.924	0.11170697	-0.087	0.996189061	-0.096	0.96018922
OGFOD1	9	-0.064	0.866678625	-0.003	0.774410612	0.128	0.385226082	0.366	0.177026612
OGFOD2	7	-0.016	0.832047978	-0.221	0.797754093	-0.009	0.787566808	0.143	0.695256123
OGFOD3	10	-0.062	0.828222686	-0.435	0.646078294	0.200	0.569653122	-0.024	0.967465944
OGFR	8	-0.439	0.979340951	-2.258	0.084508016	-0.576	0.940321428	-0.509	0.842420946
OGFRL1	7	0.261	0.309644993	-0.222	0.951071242	0.116	0.800106983	-0.107	0.811953466
OGG1	9	-0.015	0.713790543	0.241	0.508927548	0.045	0.983292181	0.050	0.846289268
OGN	10	0.210	0.090570958	0.051	0.779973903	-0.037	0.948411684	0.068	0.896261134
OGT	9	-1.704	0.000123985	-1.696	0.113539425	-2.204	0.000719358	-0.813	0.00864891
OIP5	9	-1.507	0.228588061	-1.861	0.220421886	-0.694	0.061120565	-0.459	0.743567017
OIT3	10	-0.061	0.707239997	-0.752	0.05372	0.027	0.925462401	-0.523	0.575868048
OLA1	10	-0.119	0.326761756	-0.329	0.483412784	-0.157	0.352938987	0.018	0.672569747
OLAH	10	0.330	0.296529538	0.442	0.135564859	0.195	0.717165985	0.302	0.229022302
OLFM1	8	0.182	0.243729949	0.383	0.100345032	0.068	0.956900885	0.040	0.48176195
OLFM2	10	0.034	0.886963017	-0.322	0.865152579	-0.160	0.761342363	-0.425	0.229908822
OLFM3	9	0.004	0.963978285	0.450	0.068276186	0.152	0.543028256	0.160	0.718825463
OLFM4	10	-0.269	0.443367589	-0.563	0.700999866	-0.192	0.686813102	-0.255	0.735296542
OLFML1	10	0.175	0.096507885	0.145	0.41716822	0.169	0.447830374	0.145	0.646641726
OLFML2A	10	-0.515	0.820042381	-1.283	0.268522208	-0.339	0.906402075	-0.396	0.507282437
OLFML2B	10	-0.198	0.639196923	0.169	0.657987267	-0.038	0.82334088	-0.188	0.905848342
OLFML3	9	-0.647	0.63759794	-1.163	0.246560372	-0.430	0.674349245	-0.354	0.705021406
OLIG1	9	-0.076	0.863809236	0.027	0.642883724	0.280	0.600875511	0.158	0.758651821
OLIG2	9	0.115	0.219633976	-0.117	0.872975273	0.015	0.913695287	0.271	0.512088765
OLIG3	9	-0.219	0.531820299	-0.473	0.352668422	-0.110	0.831634124	-0.154	0.851549294
OLR1	9	0.182	0.664223449	-0.001	0.55225243	0.418	0.507396338	0.332	0.097163615
OMA1	10	0.159	0.620503055	0.370	0.171217369	-0.112	0.997197515	0.227	0.344718652
OMD	9	0.138	0.510968073	0.276	0.084626015	0.006	0.85801896	0.207	0.72872778
OMG	10	-0.039	0.605948281	0.557	0.012561484	-0.315	0.54391881	0.077	0.627458218
OMP	9	-0.670	0.764719586	-1.054	0.262686632	-0.569	0.875652959	-0.478	0.976421029
ONECUT1	10	0.277	0.242995473	0.030	0.731320599	-0.073	0.985588591	-0.186	0.70398158
ONECUT2	9	-0.147	0.82953558	0.053	0.3525236	0.077	0.855712982	-0.015	0.999974701
ONECUT3	9	0.176	0.370065607	-0.118	0.966340556	0.306	0.455983889	0.150	0.619594106
OOEP	9	0.009	0.729181486	-0.103	0.750303601	0.315	0.389315434	-0.160	0.927264662
OPA1	9	-2.004	0.000322001	-0.882	0.172294085	-1.217	0.000610907	-0.633	0.102310846
OPA3	10	-0.224	0.820815078	-0.364	0.621600854	-0.118	0.815652965	-0.156	0.797557971
OPALIN	9	0.003	0.734502012	0.251	0.346360405	0.080	0.745260398	-0.489	0.654229569
OPCML	8	0.440	0.031032786	0.578	0.066459498	0.107	0.607414387	0.272	0.561264803
OPHN1	9	0.010	0.721239944	-0.481	0.900085118	0.007	0.904596493	0.015	0.919785934
OPN1LW	10	0.278	0.193423649	0.471	0.061461686	0.095	0.840096243	0.231	0.703135972
OPN1MW	10	0.130	0.718694691	0.257	0.12911254	0.146	0.709000596	-0.266	0.252963074
OPN1MW2	9	0.161	0.761902069	0.521	0.046525059	0.077	0.785608451	-0.289	0.341662832
OPN1SW	10	0.165	0.236179463	-0.404	0.641775432	0.430	0.088470118	0.379	0.268770975
OPN3	10	0.303	0.439927918	0.319	0.317175895	0.343	0.398801762	0.085	0.78320021
OPN4	10	-0.118	0.666333773	-0.475	0.366320946	0.064	0.744919974	-0.483	0.563214259
OPN5	9	0.195	0.42013664	0.350	0.281351815	0.342	0.651727435	0.289	0.28494097
OPRD1	8	0.606	0.066108741	0.513	0.089121436	0.384	0.29244917	0.403	0.115330594
OPRK1	10	0.093	0.788178396	0.195	0.504248118	0.240	0.26863815	0.329	0.219781051
OPRL1	10	-0.039	0.767828999	-0.549	0.661590497	0.184	0.574932019	-0.098	0.934364442
OPRM1	9	-0.022	0.705964398	0.216	0.201231574	-0.246	0.757344753	0.106	0.774168201
OPTC	9	0.009	0.541337102	-0.547	0.753373648	-0.260	0.692697489	-0.025	0.810302669
OPTN	8	-0.432	0.440916482	-0.924	0.628295753	0.038	0.954025222	-0.284	0.666232501
ORAI1	9	-0.056	0.447950741	-0.268	0.606329269	0.112	0.830314453	-0.253	0.93993889
ORAI2	9	-0.065	0.698600574	0.018	0.650878021	0.398	0.21859038	0.357	0.311360175
ORAI3	9	-0.156	0.768111805	-0.266	0.683982388	-0.152	0.740057747	0.033	0.857873497
ORAOV1	10	-2.018	0.001528875	-3.485	0.000108879	-2.215	0.000156155	-1.342	0.002093744
ORC1	9	-1.892	0.025353432	-2.009	0.136427273	-2.290	0.000370162	-1.784	0.004280812
ORC2	10	-1.026	0.009539852	-1.098	0.254093734	-0.859	0.301177904	-0.608	0.2783403
ORC3	9	-2.273	0.000317374	-1.730	0.039014279	-1.709	0.00019513	-0.975	0.022489821
ORC4	10	-0.978	0.126381068	-0.881	0.297129712	-0.799	0.069784922	-0.481	0.581129679
ORC5	10	-0.529	0.629406857	0.040	0.796324376	-0.490	0.406044111	-0.059	0.997200089
ORC6	10	-2.789	5.40E-05	-2.099	0.004263389	-2.073	0.000233401	-1.577	0.081927411
ORM1	9	0.044	0.328185397	0.243	0.138791694	-0.018	0.97820918	0.365	0.093939028
ORM2	10	0.183	0.192681487	0.337	0.020789449	-0.128	0.954695283	0.397	0.146182767
ORMDL1	9	0.565	0.008611579	0.575	0.053823797	0.204	0.737179934	0.409	0.091259594
ORMDL2	10	0.201	0.342621298	-0.048	0.611605965	-0.140	0.886925601	0.236	0.43269149
ORMDL3	9	-0.082	0.864096533	0.057	0.789436832	0.140	0.654744144	-0.012	0.999108294
OS9	10	-0.288	0.487162346	-1.029	0.634284902	-0.025	0.99767924	-0.278	0.908278333
OSBP	9	-1.925	6.56E-05	-2.647	0.001067976	-1.735	0.00254098	-1.951	0.000582343
OSBP2	9	-0.307	0.902328631	-1.022	0.93264554	-0.596	0.978878136	-0.037	0.997583905
OSBPL10	10	-0.252	0.483499837	-0.894	0.308024236	-0.273	0.85695193	-0.004	0.92990844
OSBPL11	10	0.139	0.268344649	-0.187	0.926762361	-0.095	0.891370499	0.067	0.649180129
OSBPL1A	10	0.386	0.23145471	0.138	0.446124455	0.598	0.204115568	0.608	0.070000966
OSBPL2	10	-0.601	0.914168643	-0.859	0.726798557	-0.045	0.854067925	-0.099	0.757225479
OSBPL3	10	0.035	0.710148073	-0.130	0.677308062	0.090	0.951210423	0.016	0.998844103
OSBPL5	8	0.224	0.401972888	0.107	0.421140973	0.051	0.772146999	-0.004	0.92459112
OSBPL6	10	0.253	0.397891773	-0.125	0.905522135	-0.085	0.845533337	0.302	0.259543366
OSBPL7	10	-0.435	0.271875315	-1.242	0.003824527	-0.186	0.924789062	-0.764	0.08621785
OSBPL8	10	-0.034	0.774672146	0.332	0.090944334	0.081	0.598739468	0.003	0.965761814
OSBPL9	10	0.048	0.751900474	-0.326	0.522034503	-0.081	0.830314453	-0.169	0.909221368
OSCAR	10	0.079	0.840754841	-0.491	0.992230698	-0.339	0.9938019	-0.106	0.892826637
OSCP1	10	-0.002	0.855817231	-0.355	0.131776846	0.021	0.922833384	0.079	0.633489905
OSER1	10	-0.141	0.823336657	0.244	0.196715842	-0.024	0.94480902	0.058	0.790157841
OSGEP	8	-1.503	0.012994281	-3.062	0.005626224	-2.113	0.00076	-1.259	0.011552215
OSGEPL1	10	0.091	0.409218918	0.225	0.523994604	0.314	0.294983057	0.409	0.140700858
OSGIN1	8	-0.167	0.962107422	-0.688	0.421140973	-0.072	0.981620169	-0.184	0.961754883
OSGIN2	10	0.044	0.405122817	0.289	0.222717688	0.042	0.93410015	0.446	0.057751805
OSM	10	0.177	0.268457168	0.060	0.20055542	-0.014	0.787566808	0.308	0.378307564
OSMR	9	0.094	0.438074705	-0.244	0.663510645	0.296	0.393517082	0.143	0.738854288
OSR1	9	0.509	0.077148458	0.285	0.508473837	0.304	0.374336578	0.035	0.800737078
OSR2	9	-0.254	0.599528344	-0.248	0.978380623	0.281	0.438657534	-0.147	0.964456789
OST4	5	-0.225	0.905530332	0.009	0.806713341	-0.032	0.973651408	0.155	0.826136376
OSTC	10	-0.510	0.694618072	-0.372	0.878239092	-0.746	0.138198746	-0.544	0.173598528
OSTF1	10	-0.035	0.911674923	0.469	0.127679186	-0.076	0.990952981	0.094	0.652139592
OSTM1	8	0.371	0.120643259	-0.033	0.888357757	-0.273	0.711517247	0.095	0.716341674
OSTN	10	0.193	0.216920273	0.332	0.17531366	0.340	0.360541368	0.456	0.030443547
OTC	10	0.228	0.20295714	0.343	0.033855167	0.362	0.25492234	0.316	0.145092419
OTOA	9	-0.087	0.951011118	0.016	0.679410415	-0.232	0.963462948	0.281	0.383103677
OTOF	8	-0.444	0.935784616	-2.199	0.21170414	-0.732	0.862857777	-1.214	0.771282617
OTOG	10	-0.087	0.840754841	-0.069	0.400715241	0.237	0.676267467	-0.207	0.294035167
OTOL1	10	0.003	0.842126191	0.394	0.329438929	0.030	0.836939537	0.312	0.335804611
OTOP1	9	-0.649	0.160038934	-0.849	0.19385555	-0.391	0.628762952	-0.378	0.288706678
OTOP2	10	-0.399	0.909879353	-0.891	0.172851952	-0.674	0.876929269	-0.796	0.440705907
OTOP3	10	-0.252	0.560753114	-0.652	0.403375318	-0.112	0.995578896	-0.280	0.988071312
OTOR	8	0.307	0.05088231	0.407	0.256865361	0.476	0.048193635	0.256	0.539555643
OTOS	10	0.161	0.365818189	-0.182	0.634284902	0.065	0.813500241	-0.136	0.642400589
OTP	9	0.013	0.791221167	-0.699	0.692587721	0.084	0.619309251	-0.068	0.943578047
OTUB1	9	-0.607	0.268344649	-0.366	0.656403992	0.074	0.845763999	0.345	0.238261718
OTUB2	9	0.063	0.798992987	0.186	0.417377708	-0.038	0.787581674	-0.020	0.944281694
OTUD1	9	-0.057	0.722919901	-0.598	0.769115028	0.210	0.461319074	0.086	0.701011492
OTUD3	9	-0.033	0.393429654	0.134	0.48756066	0.070	0.886925601	0.052	0.934257874
OTUD4	9	0.231	0.237688332	0.149	0.555896369	-0.214	0.849058973	0.289	0.188043378
OTUD5	10	-0.895	0.021159839	-0.566	0.664798895	-0.139	0.735765863	0.993	0.00059371
OTUD6A	9	0.049	0.388711241	-0.101	0.874587906	0.022	0.813438997	-0.286	0.778593797
OTUD6B	9	-0.767	0.120841897	-0.363	0.437045941	0.270	0.528639983	-0.060	0.931299037
OTUD7A	9	-0.091	0.957484764	-0.154	0.621144185	0.146	0.728027175	-0.138	0.939687039
OTUD7B	10	-0.106	0.674565138	-0.056	0.691272708	-0.147	0.745260398	-0.122	0.98324671
OTX1	9	0.056	0.692308187	-0.083	0.540707469	0.157	0.91643987	-0.161	0.68321471
OTX2	10	0.161	0.390854037	0.345	0.053341385	0.149	0.515921492	0.193	0.150620911
OVCA2	9	-0.268	0.636254273	-0.002	0.777478893	0.116	0.67034872	0.349	0.693551821
OVGP1	9	-0.266	0.11112189	-0.509	0.038220389	0.013	0.94480902	-0.140	0.603226008
OVOL1	10	0.204	0.257690609	-0.235	0.948460133	0.370	0.07159039	0.231	0.443300256
OVOL2	9	-0.113	0.645725418	0.074	0.643213821	-0.063	0.860710906	-0.060	0.942904466
OXA1L	9	-0.940	0.107577417	-0.513	0.865790771	-0.725	0.0614432	-0.645	0.22554665
OXCT1	9	-0.639	0.923312953	-0.602	0.685590591	-0.118	0.848837927	-0.759	0.495954489
OXCT2	10	-0.291	0.970267108	-0.365	0.76907157	-0.386	0.847795714	-0.159	0.68321471
OXER1	10	-0.617	0.832047978	-1.515	0.048889406	-0.818	0.970009983	-1.090	0.92246609
OXGR1	10	0.079	0.505676418	0.465	0.051015891	-0.049	0.9938019	0.153	0.571566362
OXLD1	10	-0.383	0.783425859	-0.173	0.845178604	0.177	0.42445703	-0.324	0.709964005
OXNAD1	10	0.040	0.839606294	0.037	0.766699048	0.109	0.915100277	-0.004	0.987536446
OXR1	10	0.081	0.575028106	0.472	0.077813088	0.398	0.321766679	0.268	0.046385797
OXSM	10	-1.093	0.005019579	-0.068	0.483412784	0.037	0.668951721	-0.026	0.766255902
OXSR1	10	-0.135	0.915864645	-0.753	0.279293198	0.129	0.82334088	-0.478	0.285101097
OXT	9	-0.250	0.890076428	-0.051	0.798869944	0.162	0.834609475	-0.105	0.906972667
OXTR	8	0.307	0.270821367	-0.210	0.999690568	-0.199	0.563223243	-0.412	0.488250473
P2RX1	10	0.066	0.757819751	-0.086	0.597374287	0.285	0.310494045	0.097	0.827624721
P2RX2	9	-0.029	0.641049154	-0.080	0.86074972	0.131	0.821449737	0.236	0.572138424
P2RX3	8	-0.106	0.968818664	-0.509	0.523544039	0.157	0.8999422	0.120	0.915166004
P2RX4	10	-0.164	0.898458935	-0.954	0.240942744	-0.013	0.953208299	0.221	0.508350198
P2RX5	7	-0.256	0.948386861	-0.518	0.869652444	0.109	0.584929448	-0.022	0.881885679
P2RX6	10	-0.033	0.739605239	-2.235	0.001514765	0.057	0.877874015	0.166	0.440096888
P2RX7	10	0.209	0.374479869	-0.246	0.682850483	0.016	0.99715866	-0.121	0.795526305
P2RY1	9	-0.045	0.420557465	-0.076	0.854713537	0.280	0.31716696	0.068	0.608082741
P2RY10	10	0.202	0.18156836	0.090	0.385297941	0.240	0.640811485	0.069	0.709882729
P2RY11	8	-0.348	0.605374747	-0.694	0.733569906	-0.238	0.899317615	-0.291	0.582087274
P2RY12	8	-0.019	0.843065838	-0.216	0.960047112	-0.066	0.976698784	0.074	0.926677836
P2RY13	10	0.046	0.458722476	0.095	0.337868571	-0.060	0.737179934	-0.014	0.492263296
P2RY14	10	0.035	0.686058761	0.235	0.071688737	0.037	0.777797432	-0.143	0.84365482
P2RY2	10	0.097	0.504984508	-0.304	0.882269716	0.104	0.671095996	-0.196	0.414453951
P2RY4	9	-0.118	0.836919361	-0.026	0.837711758	0.181	0.509622977	-0.190	0.311369162
P2RY6	10	-0.254	0.735010859	-0.127	0.914270984	-0.200	0.757344753	-0.702	0.112282054
P2RY8	10	-0.080	0.95229386	0.249	0.076367552	-0.147	0.899645705	0.197	0.320172831
P4HA1	10	-0.075	0.95338475	-0.389	0.223208545	-0.035	0.821841887	0.085	0.737023278
P4HA2	9	0.092	0.62747146	0.062	0.67346216	0.315	0.605344693	0.040	0.911605884
P4HA3	10	-0.189	0.922412484	-0.305	0.620552305	-0.042	0.810525389	-0.160	0.995557307
P4HB	9	-0.114	0.82798399	-0.232	0.929012665	-0.029	0.891370499	0.116	0.793650051
P4HTM	10	-0.264	0.735857665	-0.259	0.821784684	0.124	0.543123266	-0.211	0.408151167
PA2G4	10	-0.720	0.188474758	-1.122	0.08208605	-0.248	0.783014783	-0.737	0.008225163
PAAF1	9	-0.115	0.779474456	-0.455	0.620552305	-0.227	0.574238861	-0.375	0.057756392
PABPC1	9	-1.475	0.083743191	-1.112	0.042628483	-1.728	0.002307261	-0.862	0.0380597
PABPC1L	9	-0.309	0.642732666	-0.595	0.905520462	-0.140	0.737179934	-0.606	0.563941104
PABPC1L2A	9	-0.321	0.555663458	-0.483	0.883954648	-0.758	0.065201177	0.006	0.456000256
PABPC1L2B	9	-0.321	0.555663458	-0.483	0.883954648	-0.758	0.065201177	0.006	0.456000256
PABPC3	10	0.064	0.242995473	-0.108	0.79456515	-0.016	0.89164915	-0.045	0.766443976
PABPC4	9	-0.267	0.897087296	-0.670	0.345789247	-0.267	0.530403321	-0.017	0.864105638
PABPC5	9	0.137	0.297504516	0.570	0.185666349	0.466	0.29244917	0.578	0.155213104
PABPN1	9	-1.804	0.023242271	-2.939	0.005078766	-1.692	0.009236498	-1.261	0.002329656
PABPN1L	9	-0.921	0.332763023	-1.676	0.024241446	-0.540	0.411648439	-1.297	0.115450091
PACRG	10	0.428	0.036376293	0.104	0.668184561	0.127	0.775130688	0.280	0.2852497
PACRGL	10	0.161	0.636837863	0.672	0.003991785	0.277	0.337400149	0.433	0.252336043
PACS1	9	-0.424	0.372102598	-0.924	0.166720176	-0.055	0.911749854	-0.181	0.969443768
PACS2	9	-0.207	0.825237061	-0.398	0.619782229	-0.260	0.956896572	-0.309	0.853849744
PACSIN1	9	-0.265	0.748682999	0.234	0.606342259	-0.438	0.401210598	-0.437	0.382916477
PACSIN2	9	0.477	0.058799258	0.377	0.402911315	0.093	0.970886106	0.134	0.869045145
PACSIN3	10	-0.297	0.531440439	-0.775	0.684722582	0.057	0.863060649	-0.365	0.614537242
PADI1	10	-0.060	0.617685009	-0.315	0.631666047	0.055	0.842753742	0.055	0.876337311
PADI2	10	-0.274	0.482763973	-0.353	0.936363619	0.094	0.593195241	-0.308	0.84336909
PADI3	9	0.068	0.708362737	-0.557	0.570495136	0.256	0.324953426	0.257	0.443300256
PADI4	10	-0.001	0.669544762	-0.603	0.185374041	-0.087	0.869697822	-0.396	0.864157423
PAEP	10	0.250	0.369346551	-0.220	0.918151052	0.268	0.688161933	0.133	0.804874294
PAF1	10	-1.524	0.00012304	-1.777	0.490793861	-1.035	0.015041727	-0.995	0.038221365
PAFAH1B1	9	-2.206	0.000303392	-2.656	0.000442931	-2.419	0.003374161	-2.068	7.36E-05
PAFAH1B2	10	0.565	0.003718057	0.190	0.358666684	-0.112	0.589060296	-0.298	0.250861596
PAFAH1B3	10	0.058	0.276972054	-0.323	0.936912807	-0.004	0.879618516	-0.039	0.884110661
PAFAH2	9	0.247	0.383605934	0.171	0.252086578	0.334	0.626559052	0.282	0.323037266
PAG1	8	-0.276	0.718413299	-0.130	0.787116605	0.255	0.31559988	1.094	0.000904991
PAGE1	10	0.184	0.314478912	0.050	0.525579464	0.188	0.468402818	0.131	0.412697101
PAGE2	9	-0.291	0.305531558	-0.119	0.591597141	0.045	0.952853389	0.202	0.582149921
PAGE2B	9	-0.047	0.815003829	0.126	0.408645142	0.176	0.308897258	0.125	0.482848393
PAGE4	10	0.132	0.377614221	-0.106	0.510837669	-0.031	0.958444821	0.316	0.08299532
PAGE5	10	0.240	0.16552371	-0.037	0.293824819	0.095	0.670057491	0.316	0.20815627
PAGR1	10	-0.598	0.44580928	-0.753	0.967570535	-0.995	0.434164301	-1.610	0.060411064
PAH	10	0.146	0.166638471	0.039	0.685489184	0.113	0.865783634	0.374	0.250016416
PAICS	8	-1.963	0.043623554	-2.685	0.001130116	-1.871	0.001987657	-0.961	0.199579377
PAIP1	10	-0.014	0.664042022	0.288	0.135947026	0.082	0.874246146	0.149	0.583620335
PAIP2	10	0.081	0.366519506	0.117	0.354041467	-0.067	0.866822337	0.464	0.007302304
PAIP2B	10	0.019	0.86570097	0.101	0.769198752	0.109	0.966889085	0.025	0.552920312
PAK1	10	-0.363	0.738049166	-0.502	0.656585722	-0.113	0.727944054	-0.142	0.995693473
PAK1IP1	10	-2.594	0.007619721	-3.622	0.004122052	-1.752	0.031161378	-1.139	0.033813835
PAK2	7	-0.486	0.957767351	-0.911	0.491398962	-0.529	0.273875308	0.331	0.146545498
PAK3	10	-0.037	0.592162715	0.161	0.517666558	0.101	0.853812477	0.132	0.200242797
PAK4	9	0.041	0.687801705	-1.150	0.634526783	-0.290	0.507782084	-0.163	0.978624805
PAK6	9	-0.455	0.298476331	-0.197	0.394026309	0.204	0.666004335	-0.198	0.811440473
PAK7	10	0.143	0.291019425	-0.114	0.984511327	0.323	0.398801762	0.137	0.314036806
PALB2	10	-1.200	0.007564255	-0.387	0.638921043	-0.677	0.031164469	-0.503	0.524565929
PALD1	10	0.155	0.309053516	-0.433	0.487466349	0.026	0.962168961	-0.096	0.860226616
PALLD	8	0.067	0.655214634	-0.037	0.265546655	-0.065	0.875272196	0.190	0.142672127
PALM	10	-0.604	0.692252751	-0.674	0.848656177	-0.203	0.998786865	-0.692	0.553787248
PALM2	10	0.142	0.714999584	0.040	0.791020815	0.170	0.451367235	-0.137	0.860226616
PALM2-AKAP2	9	-0.006	0.618133881	-0.207	0.746775064	0.071	0.630899802	0.040	0.762006458
PALM3	10	-0.083	0.613371085	-0.153	0.47326897	0.229	0.670057491	-0.026	0.981908615
PALMD	10	-0.190	0.752225063	0.102	0.373103886	0.142	0.904305863	-0.040	0.886446236
PAM	10	0.089	0.418199811	0.346	0.139954928	0.047	0.948996478	0.169	0.485222055
PAM16	10	-1.732	0.000229057	-2.301	0.020172403	-2.419	0.000343688	-2.076	0.001050329
PAMR1	9	0.075	0.793635736	-0.450	0.253208754	0.193	0.686023545	-0.196	0.306256765
PAN2	8	-0.190	0.804785438	-0.402	0.918764162	0.128	0.653210551	0.383	0.422554795
PAN3	9	-0.072	0.892467006	0.468	0.096217549	0.420	0.402642807	0.638	0.081602237
PANK1	10	-0.157	0.977412526	0.151	0.667723756	-0.665	0.254390307	-0.104	0.938276329
PANK2	10	0.093	0.402552377	0.124	0.427990006	0.145	0.79589244	0.115	0.774168201
